case_id,task_id,event_label,resource,start_time,completion_time
4534,23869,W_Validate application,User_30,2020-02-03 03:56:16.719346,2020-02-03 04:00:07.561603
3961,23867,W_Validate application,User_33,2020-02-03 03:55:06.272699,2020-02-03 04:00:32.909243
4534,23872,W_Validate application,User_100,2020-02-03 04:00:07.561603,2020-02-03 04:01:09.218168
3961,23873,W_Validate application,User_49,2020-02-03 04:00:32.909243,2020-02-03 04:02:51.821193
3944,23833,W_Complete application,User_36,2020-02-03 03:53:49.350019,2020-02-03 04:05:22.662553
3920,20492,W_Complete application,User_34,2020-02-03 03:57:35.606795,2020-02-03 04:05:30.606133
1753,20495,W_Validate application,User_34,2020-02-03 04:05:30.606133,2020-02-03 04:07:25.638868
3961,23874,W_Validate application,User_33,2020-02-03 04:02:51.821193,2020-02-03 04:07:55.862951
3054,20498,W_Call after offers,User_34,2020-02-03 04:07:25.638868,2020-02-03 04:08:20.041461
1753,23877,W_Validate application,User_61,2020-02-03 04:07:25.638868,2020-02-03 04:09:04.004706
2395,20501,W_Call after offers,User_34,2020-02-03 04:08:20.041461,2020-02-03 04:10:28.467271
1765,20504,W_Call after offers,User_34,2020-02-03 04:10:28.467271,2020-02-03 04:11:04.219192
2387,23840,W_Validate application,User_36,2020-02-03 04:05:22.662553,2020-02-03 04:11:14.272246
2395,23880,W_Call after offers,User_49,2020-02-03 04:10:28.467271,2020-02-03 04:12:04.975660
3920,23876,W_Complete application,User_30,2020-02-03 04:05:30.606133,2020-02-03 04:12:46.392621
3076,20507,W_Call after offers,User_34,2020-02-03 04:11:04.219192,2020-02-03 04:13:00.264890
2395,23883,W_Call after offers,User_30,2020-02-03 04:12:46.392621,2020-02-03 04:13:53.163367
3920,23884,W_Complete application,User_61,2020-02-03 04:12:46.392621,2020-02-03 04:15:46.058753
1765,23881,W_Validate application,User_33,2020-02-03 04:11:04.219192,2020-02-03 04:15:47.445546
3078,20510,W_Call after offers,User_34,2020-02-03 04:13:00.264890,2020-02-03 04:15:55.058741
3054,23879,W_Validate application,User_100,2020-02-03 04:08:20.041461,2020-02-03 04:16:13.780176
3920,23887,W_Call after offers,User_49,2020-02-03 04:15:46.058753,2020-02-03 04:17:50.872890
3078,23888,W_Call after offers,User_33,2020-02-03 04:15:55.058741,2020-02-03 04:18:13.611945
2398,20514,W_Call after offers,User_34,2020-02-03 04:15:55.058741,2020-02-03 04:18:29.418548
2395,23886,W_Validate application,User_100,2020-02-03 04:16:13.780176,2020-02-03 04:19:19.023129
3954,23847,W_Call after offers,User_36,2020-02-03 04:11:14.272246,2020-02-03 04:21:39.071081
3078,23890,W_Validate application,User_30,2020-02-03 04:18:13.611945,2020-02-03 04:22:05.413367
3078,23894,W_Validate application,User_49,2020-02-03 04:22:05.413367,2020-02-03 04:23:12.399850
2398,23891,W_Validate application,User_61,2020-02-03 04:18:29.418548,2020-02-03 04:24:29.819890
3966,20516,W_Complete application,User_34,2020-02-03 04:18:29.418548,2020-02-03 04:25:57.349210
3954,23893,W_Validate application,User_100,2020-02-03 04:21:39.071081,2020-02-03 04:26:08.530821
3078,23895,W_Validate application,User_33,2020-02-03 04:23:12.399850,2020-02-03 04:27:08.367583
3954,23897,W_Validate application,User_30,2020-02-03 04:26:08.530821,2020-02-03 04:27:46.675137
3954,23898,W_Call incomplete files,User_61,2020-02-03 04:27:46.675137,2020-02-03 04:30:08.291643
3957,23854,W_Call after offers,User_36,2020-02-03 04:21:39.071081,2020-02-03 04:32:12.801020
3969,20519,W_Complete application,User_34,2020-02-03 04:25:57.349210,2020-02-03 04:33:02.877129
3957,23900,W_Call after offers,User_100,2020-02-03 04:32:12.801020,2020-02-03 04:33:06.694914
3957,23902,W_Call after offers,User_33,2020-02-03 04:33:06.694914,2020-02-03 04:33:57.704166
3969,23901,W_Call after offers,User_49,2020-02-03 04:33:02.877129,2020-02-03 04:35:31.607084
1751,23861,W_Call incomplete files,User_36,2020-02-03 04:32:12.801020,2020-02-03 04:36:01.146077
3969,23904,W_Call after offers,User_30,2020-02-03 04:35:31.607084,2020-02-03 04:37:00.541627
1751,23905,W_Call incomplete files,User_61,2020-02-03 04:36:01.146077,2020-02-03 04:37:43.743146
3932,23868,W_Call after offers,User_36,2020-02-03 04:36:01.146077,2020-02-03 04:38:04.062676
3970,20520,W_Complete application,User_34,2020-02-03 04:33:02.877129,2020-02-03 04:38:09.796292
3932,23908,W_Call after offers,User_49,2020-02-03 04:38:04.062676,2020-02-03 04:39:07.642652
1751,23907,W_Call incomplete files,User_100,2020-02-03 04:37:43.743146,2020-02-03 04:39:31.958271
1751,23911,W_Call incomplete files,User_30,2020-02-03 04:39:31.958271,2020-02-03 04:40:32.817268
1751,23912,W_Call incomplete files,User_61,2020-02-03 04:40:32.817268,2020-02-03 04:42:18.863430
3970,23909,W_Call after offers,User_33,2020-02-03 04:38:09.796292,2020-02-03 04:42:34.609161
3974,20526,W_Complete application,User_34,2020-02-03 04:38:09.796292,2020-02-03 04:43:04.565325
3970,23914,W_Call after offers,User_100,2020-02-03 04:42:34.609161,2020-02-03 04:43:35.062456
3974,23915,W_Complete application,User_49,2020-02-03 04:43:04.565325,2020-02-03 04:43:40.666351
3970,23916,W_Call after offers,User_33,2020-02-03 04:43:35.062456,2020-02-03 04:44:07.746194
3944,23875,W_Call after offers,User_36,2020-02-03 04:38:04.062676,2020-02-03 04:46:24.559655
3970,23918,W_Validate application,User_30,2020-02-03 04:44:07.746194,2020-02-03 04:48:23.073907
3977,20529,W_Complete application,User_34,2020-02-03 04:43:04.565325,2020-02-03 04:48:49.514002
3944,23919,W_Validate application,User_61,2020-02-03 04:46:24.559655,2020-02-03 04:50:19.641809
4542,23924,W_Handle leads,User_61,2020-02-03 04:50:19.641809,2020-02-03 04:51:18.132508
4538,23775,W_Complete application,User_100,2020-02-03 04:48:55.261728,2020-02-03 04:52:24.187573
4539,23921,W_Complete application,User_49,2020-02-03 04:48:55.303083,2020-02-03 04:52:46.106928
2387,23882,W_Call incomplete files,User_36,2020-02-03 04:46:24.559655,2020-02-03 04:53:18.641816
3980,20532,W_Complete application,User_34,2020-02-03 04:48:49.514002,2020-02-03 04:54:30.612021
4544,23926,W_Complete application,User_100,2020-02-03 04:52:24.187573,2020-02-03 04:55:26.132359
4538,23931,W_Call after offers,User_30,2020-02-03 04:52:24.187573,2020-02-03 04:55:42.010079
2387,23934,W_Call incomplete files,User_100,2020-02-03 04:55:26.132359,2020-02-03 04:57:23.514943
3054,23889,W_Validate application,User_36,2020-02-03 04:53:18.641816,2020-02-03 04:57:23.862578
4545,23927,W_Complete application,User_49,2020-02-03 04:52:46.106928,2020-02-03 04:58:40.994070
4540,23922,W_Complete application,User_33,2020-02-03 04:48:55.332083,2020-02-03 04:58:55.780518
4539,23932,W_Complete application,User_61,2020-02-03 04:52:46.106928,2020-02-03 05:00:24.384504
3983,20535,W_Complete application,User_34,2020-02-03 04:54:30.612021,2020-02-03 05:01:11.370025
4540,23941,W_Call after offers,User_100,2020-02-03 04:58:55.780518,2020-02-03 05:01:12.866302
2387,23938,W_Validate application,User_30,2020-02-03 04:57:23.514943,2020-02-03 05:03:21.188158
3980,23935,W_Call after offers,User_49,2020-02-03 04:58:40.994070,2020-02-03 05:04:10.046870
4539,23942,W_Call after offers,User_49,2020-02-03 05:04:10.046870,2020-02-03 05:06:00.124041
3987,20539,W_Complete application,User_34,2020-02-03 05:01:11.370025,2020-02-03 05:06:40.808095
3054,23939,W_Validate application,User_61,2020-02-03 05:00:24.384504,2020-02-03 05:06:46.028840
3966,23896,W_Call after offers,User_36,2020-02-03 04:57:23.862578,2020-02-03 05:07:34.330792
3054,23949,W_Validate application,User_49,2020-02-03 05:06:46.028840,2020-02-03 05:08:31.810120
3980,23946,W_Call after offers,User_61,2020-02-03 05:06:46.028840,2020-02-03 05:08:54.043404
2399,20543,W_Call after offers,User_34,2020-02-03 05:06:40.808095,2020-02-03 05:09:05.629213
2387,23945,W_Validate application,User_30,2020-02-03 05:03:21.188158,2020-02-03 05:09:05.873308
3987,23948,W_Call after offers,User_100,2020-02-03 05:06:40.808095,2020-02-03 05:09:07.486680
4546,23928,W_Complete application,User_33,2020-02-03 04:58:55.780518,2020-02-03 05:09:10.058989
4546,23955,W_Call after offers,User_100,2020-02-03 05:09:10.058989,2020-02-03 05:11:29.734082
3083,20546,W_Call after offers,User_34,2020-02-03 05:09:05.629213,2020-02-03 05:12:02.236659
4544,23936,W_Complete application,User_33,2020-02-03 05:09:10.058989,2020-02-03 05:14:27.211489
3980,23952,W_Validate application,User_30,2020-02-03 05:09:05.873308,2020-02-03 05:15:10.712909
2399,23953,W_Validate application,User_61,2020-02-03 05:09:05.629213,2020-02-03 05:15:26.190768
3957,23903,W_Validate application,User_36,2020-02-03 05:07:34.330792,2020-02-03 05:15:51.738890
3992,20548,W_Complete application,User_34,2020-02-03 05:12:02.236659,2020-02-03 05:16:04.987434
3932,23910,W_Call after offers,User_36,2020-02-03 05:15:51.738890,2020-02-03 05:16:30.286705
3083,23956,W_Validate application,User_49,2020-02-03 05:12:02.236659,2020-02-03 05:17:03.213003
3932,23960,W_Call after offers,User_61,2020-02-03 05:16:30.286705,2020-02-03 05:17:14.205840
3932,23962,W_Call after offers,User_100,2020-02-03 05:17:14.205840,2020-02-03 05:18:07.538242
3932,23963,W_Call after offers,User_49,2020-02-03 05:18:07.538242,2020-02-03 05:19:05.081339
3992,23959,W_Complete application,User_30,2020-02-03 05:16:04.987434,2020-02-03 05:20:23.818912
3983,23943,W_Complete application,User_33,2020-02-03 05:14:27.211489,2020-02-03 05:21:07.102761
3087,20554,W_Complete application,User_34,2020-02-03 05:16:04.987434,2020-02-03 05:22:45.019995
3974,23917,W_Call after offers,User_36,2020-02-03 05:16:30.286705,2020-02-03 05:23:02.792465
3087,23967,W_Call after offers,User_61,2020-02-03 05:22:45.019995,2020-02-03 05:24:40.445790
3983,23966,W_Call after offers,User_30,2020-02-03 05:21:07.102761,2020-02-03 05:25:38.338548
3966,23950,W_Validate application,User_33,2020-02-03 05:21:07.102761,2020-02-03 05:27:02.624312
3087,23969,W_Validate application,User_100,2020-02-03 05:24:40.445790,2020-02-03 05:29:06.548965
3983,23970,W_Validate application,User_49,2020-02-03 05:25:38.338548,2020-02-03 05:29:16.849457
3983,23973,W_Validate application,User_30,2020-02-03 05:29:16.849457,2020-02-03 05:29:26.676189
3999,20558,W_Complete application,User_34,2020-02-03 05:22:45.019995,2020-02-03 05:30:35.914505
4544,23957,W_Call after offers,User_33,2020-02-03 05:27:02.624312,2020-02-03 05:32:15.073017
4541,23923,W_Complete application,User_36,2020-02-03 05:23:02.792465,2020-02-03 05:32:30.418605
2400,20562,W_Call after offers,User_34,2020-02-03 05:30:35.914505,2020-02-03 05:32:33.844864
3999,23974,W_Call after offers,User_61,2020-02-03 05:30:35.914505,2020-02-03 05:32:37.905381
2400,23977,W_Call after offers,User_49,2020-02-03 05:32:33.844864,2020-02-03 05:33:13.925261
3932,23964,W_Call after offers,User_33,2020-02-03 05:32:15.073017,2020-02-03 05:33:20.364525
4542,23930,W_Handle leads,User_36,2020-02-03 05:32:30.418605,2020-02-03 05:34:53.223535
3966,23971,W_Validate application,User_33,2020-02-03 05:33:20.364525,2020-02-03 05:35:18.593082
4542,23981,W_Handle leads,User_61,2020-02-03 05:34:53.223535,2020-02-03 05:36:17.915563
3999,23978,W_Call after offers,User_33,2020-02-03 05:35:18.593082,2020-02-03 05:37:02.714274
3932,23980,W_Validate application,User_30,2020-02-03 05:33:20.364525,2020-02-03 05:38:06.153471
4003,20564,W_Complete application,User_34,2020-02-03 05:32:33.844864,2020-02-03 05:39:40.016409
4538,23937,W_Validate application,User_36,2020-02-03 05:34:53.223535,2020-02-03 05:39:52.156800
3932,23984,W_Call incomplete files,User_49,2020-02-03 05:38:06.153471,2020-02-03 05:40:43.465415
4541,23976,W_Complete application,User_100,2020-02-03 05:32:30.418605,2020-02-03 05:42:12.998743
3088,20568,W_Call after offers,User_34,2020-02-03 05:39:40.016409,2020-02-03 05:42:42.948929
4003,23985,W_Call after offers,User_33,2020-02-03 05:39:40.016409,2020-02-03 05:44:11.875139
4540,23944,W_Call after offers,User_36,2020-02-03 05:39:52.156800,2020-02-03 05:44:58.545000
2402,20571,W_Call after offers,User_34,2020-02-03 05:42:42.948929,2020-02-03 05:45:19.754860
3999,23983,W_Validate application,User_100,2020-02-03 05:42:12.998743,2020-02-03 05:46:32.444819
4541,23987,W_Call after offers,User_30,2020-02-03 05:42:12.998743,2020-02-03 05:46:33.296596
2402,23991,W_Call after offers,User_49,2020-02-03 05:45:19.754860,2020-02-03 05:46:37.700923
4540,23990,W_Call after offers,User_100,2020-02-03 05:46:32.444819,2020-02-03 05:47:36.262777
4540,23994,W_Call after offers,User_30,2020-02-03 05:47:36.262777,2020-02-03 05:48:39.206172
4006,20572,W_Complete application,User_34,2020-02-03 05:45:19.754860,2020-02-03 05:51:32.878543
3088,23988,W_Validate application,User_61,2020-02-03 05:42:42.948929,2020-02-03 05:51:47.451031
3999,23992,W_Call incomplete files,User_33,2020-02-03 05:46:32.444819,2020-02-03 05:52:08.376194
3054,23951,W_Call incomplete files,User_36,2020-02-03 05:44:58.545000,2020-02-03 05:53:04.484791
3088,23997,W_Call incomplete files,User_100,2020-02-03 05:51:47.451031,2020-02-03 05:54:47.196740
3999,23998,W_Call incomplete files,User_49,2020-02-03 05:52:08.376194,2020-02-03 05:55:02.386921
3999,24001,W_Call incomplete files,User_30,2020-02-03 05:55:02.386921,2020-02-03 05:55:45.044738
4008,20576,W_Complete application,User_34,2020-02-03 05:51:32.878543,2020-02-03 05:57:29.837134
3054,23999,W_Call incomplete files,User_33,2020-02-03 05:53:04.484791,2020-02-03 05:57:59.688101
2399,23958,W_Validate application,User_36,2020-02-03 05:53:04.484791,2020-02-03 05:58:37.282744
3092,20580,W_Call after offers,User_34,2020-02-03 05:57:29.837134,2020-02-03 05:59:38.536141
3092,24005,W_Call after offers,User_49,2020-02-03 05:59:38.536141,2020-02-03 06:00:19.647111
4540,23995,W_Validate application,User_61,2020-02-03 05:51:47.451031,2020-02-03 06:00:35.843160
2410,20583,W_Validate application,User_34,2020-02-03 05:59:38.536141,2020-02-03 06:00:44.170595
2399,24004,W_Call incomplete files,User_100,2020-02-03 05:58:37.282744,2020-02-03 06:02:10.267509
3999,24002,W_Call incomplete files,User_61,2020-02-03 06:00:35.843160,2020-02-03 06:02:29.295686
2399,24009,W_Validate application,User_100,2020-02-03 06:02:10.267509,2020-02-03 06:03:22.365841
3999,24010,W_Call incomplete files,User_49,2020-02-03 06:02:29.295686,2020-02-03 06:05:30.067805
3992,23965,W_Complete application,User_36,2020-02-03 05:58:37.282744,2020-02-03 06:05:58.667754
4540,24007,W_Validate application,User_61,2020-02-03 06:02:29.295686,2020-02-03 06:06:59.961286
4009,20577,W_Complete application,User_34,2020-02-03 06:00:44.170595,2020-02-03 06:07:22.193491
3087,23972,W_Validate application,User_36,2020-02-03 06:05:58.667754,2020-02-03 06:07:40.518933
3992,24012,W_Call after offers,User_61,2020-02-03 06:06:59.961286,2020-02-03 06:09:11.076401
2400,23979,W_Call after offers,User_36,2020-02-03 06:07:40.518933,2020-02-03 06:09:16.618615
2400,24017,W_Call after offers,User_61,2020-02-03 06:09:16.618615,2020-02-03 06:10:11.868555
4009,24014,W_Call after offers,User_100,2020-02-03 06:07:22.193491,2020-02-03 06:10:23.938123
3087,24015,W_Call incomplete files,User_49,2020-02-03 06:07:40.518933,2020-02-03 06:11:12.161380
4009,24019,W_Call after offers,User_100,2020-02-03 06:10:23.938123,2020-02-03 06:11:50.489017
3932,23986,W_Call incomplete files,User_36,2020-02-03 06:09:16.618615,2020-02-03 06:13:34.098792
3932,24022,W_Call incomplete files,User_61,2020-02-03 06:13:34.098792,2020-02-03 06:14:29.557422
3087,24020,W_Call incomplete files,User_49,2020-02-03 06:11:12.161380,2020-02-03 06:14:34.534050
2402,23993,W_Call after offers,User_36,2020-02-03 06:13:34.098792,2020-02-03 06:15:34.065972
3932,24024,W_Call incomplete files,User_100,2020-02-03 06:14:29.557422,2020-02-03 06:16:02.902072
4011,20587,W_Complete application,User_34,2020-02-03 06:07:22.193491,2020-02-03 06:16:07.001303
3087,24025,W_Call incomplete files,User_49,2020-02-03 06:14:34.534050,2020-02-03 06:17:51.918636
4550,24028,W_Handle leads,User_49,2020-02-03 06:17:51.918636,2020-02-03 06:18:38.013163
3932,24027,W_Validate application,User_61,2020-02-03 06:16:02.902072,2020-02-03 06:20:23.304403
3088,24000,W_Validate application,User_36,2020-02-03 06:15:34.065972,2020-02-03 06:20:34.475848
4013,20590,W_Complete application,User_34,2020-02-03 06:16:07.001303,2020-02-03 06:22:38.074658
3087,24031,W_Call incomplete files,User_61,2020-02-03 06:20:23.304403,2020-02-03 06:22:47.652445
4013,24033,W_Call after offers,User_100,2020-02-03 06:22:38.074658,2020-02-03 06:25:08.179675
3087,24034,W_Call incomplete files,User_49,2020-02-03 06:22:47.652445,2020-02-03 06:25:34.453602
3092,24006,W_Validate application,User_36,2020-02-03 06:20:34.475848,2020-02-03 06:27:18.756794
3087,24036,W_Call incomplete files,User_61,2020-02-03 06:25:34.453602,2020-02-03 06:28:05.310013
4016,20595,W_Complete application,User_34,2020-02-03 06:22:38.074658,2020-02-03 06:28:29.034908
2399,24011,W_Validate application,User_36,2020-02-03 06:27:18.756794,2020-02-03 06:32:55.347002
2399,24039,W_Validate application,User_49,2020-02-03 06:32:55.347002,2020-02-03 06:34:21.611554
4017,20596,W_Complete application,User_34,2020-02-03 06:28:29.034908,2020-02-03 06:34:52.963593
4016,24038,W_Call after offers,User_100,2020-02-03 06:28:29.034908,2020-02-03 06:35:07.274094
3992,24016,W_Call after offers,User_36,2020-02-03 06:32:55.347002,2020-02-03 06:36:27.404783
3992,24043,W_Call after offers,User_100,2020-02-03 06:36:27.404783,2020-02-03 06:37:04.992437
4009,24021,W_Validate application,User_36,2020-02-03 06:36:27.404783,2020-02-03 06:39:50.750116
4017,24041,W_Complete application,User_61,2020-02-03 06:34:52.963593,2020-02-03 06:40:15.962133
3992,24044,W_Validate application,User_49,2020-02-03 06:37:04.992437,2020-02-03 06:40:31.095920
4018,20599,W_Complete application,User_34,2020-02-03 06:34:52.963593,2020-02-03 06:41:01.938580
2402,24026,W_Call after offers,User_36,2020-02-03 06:39:50.750116,2020-02-03 06:41:26.582128
4017,24046,W_Call after offers,User_61,2020-02-03 06:40:15.962133,2020-02-03 06:42:07.757657
2402,24049,W_Call after offers,User_49,2020-02-03 06:41:26.582128,2020-02-03 06:42:12.637276
2402,24051,W_Call after offers,User_61,2020-02-03 06:42:12.637276,2020-02-03 06:42:47.712756
4022,20605,W_Complete application,User_34,2020-02-03 06:41:01.938580,2020-02-03 06:47:42.031708
4011,24030,W_Complete application,User_36,2020-02-03 06:41:26.582128,2020-02-03 06:47:42.300593
4018,24048,W_Complete application,User_100,2020-02-03 06:41:01.938580,2020-02-03 06:50:33.863195
4013,24035,W_Call after offers,User_36,2020-02-03 06:47:42.300593,2020-02-03 06:51:28.727640
4025,20608,W_Complete application,User_34,2020-02-03 06:47:42.031708,2020-02-03 06:52:19.665810
4011,24054,W_Complete application,User_49,2020-02-03 06:47:42.300593,2020-02-03 06:52:33.079045
4013,24056,W_Call after offers,User_61,2020-02-03 06:51:28.727640,2020-02-03 06:52:45.334943
4013,24059,W_Call after offers,User_49,2020-02-03 06:52:45.334943,2020-02-03 06:53:39.554025
4022,24053,W_Complete application,User_100,2020-02-03 06:50:33.863195,2020-02-03 06:54:30.654430
4011,24058,W_Call after offers,User_100,2020-02-03 06:54:30.654430,2020-02-03 06:56:14.044537
4028,20611,W_Complete application,User_34,2020-02-03 06:52:19.665810,2020-02-03 06:57:45.904876
2399,24040,W_Validate application,User_36,2020-02-03 06:51:28.727640,2020-02-03 06:58:57.415733
4022,24061,W_Complete application,User_61,2020-02-03 06:54:30.654430,2020-02-03 06:59:58.029744
4028,24063,W_Call after offers,User_100,2020-02-03 06:57:45.904876,2020-02-03 07:00:04.120939
4009,24045,W_Validate application,User_36,2020-02-03 06:58:57.415733,2020-02-03 07:00:36.606197
4017,24050,W_Call after offers,User_36,2020-02-03 07:00:36.606197,2020-02-03 07:02:36.698314
2399,24064,W_Validate application,User_49,2020-02-03 06:58:57.415733,2020-02-03 07:03:26.571906
4009,24067,W_Validate application,User_49,2020-02-03 07:03:26.571906,2020-02-03 07:04:24.020362
4030,20613,W_Complete application,User_34,2020-02-03 06:57:45.904876,2020-02-03 07:04:26.030559
4009,24070,W_Validate application,User_49,2020-02-03 07:04:24.020362,2020-02-03 07:06:30.755421
4018,24055,W_Complete application,User_36,2020-02-03 07:02:36.698314,2020-02-03 07:08:13.126350
4013,24060,W_Call after offers,User_36,2020-02-03 07:08:13.126350,2020-02-03 07:10:13.517222
4018,24073,W_Call after offers,User_49,2020-02-03 07:08:13.126350,2020-02-03 07:10:28.993114
4033,20617,W_Complete application,User_34,2020-02-03 07:04:26.030559,2020-02-03 07:11:26.574470
4036,20620,W_Complete application,User_34,2020-02-03 07:11:26.574470,2020-02-03 07:17:13.228077
4022,24065,W_Complete application,User_36,2020-02-03 07:10:13.517222,2020-02-03 07:18:00.299929
4017,24068,W_Call after offers,User_36,2020-02-03 07:18:00.299929,2020-02-03 07:19:07.602801
3096,20624,W_Call after offers,User_34,2020-02-03 07:17:13.228077,2020-02-03 07:19:47.182559
4036,24076,W_Call after offers,User_49,2020-02-03 07:17:13.228077,2020-02-03 07:19:57.357917
3096,24079,W_Call after offers,User_49,2020-02-03 07:19:57.357917,2020-02-03 07:21:14.477228
3099,20627,W_Call after offers,User_34,2020-02-03 07:19:47.182559,2020-02-03 07:21:49.852188
2422,20630,W_Call after offers,User_34,2020-02-03 07:21:49.852188,2020-02-03 07:23:27.609035
4030,24071,W_Call after offers,User_36,2020-02-03 07:19:07.602801,2020-02-03 07:27:42.465454
3102,20633,W_Complete application,User_34,2020-02-03 07:23:27.609035,2020-02-03 07:28:06.509975
2422,24082,W_Validate application,User_49,2020-02-03 07:23:27.609035,2020-02-03 07:28:20.432966
2422,24085,W_Validate application,User_49,2020-02-03 07:28:20.432966,2020-02-03 07:29:52.223067
2425,20636,W_Validate application,User_34,2020-02-03 07:28:06.509975,2020-02-03 07:33:22.289047
4018,24074,W_Validate application,User_36,2020-02-03 07:27:42.465454,2020-02-03 07:33:43.397021
4018,24088,W_Validate application,User_49,2020-02-03 07:33:43.397021,2020-02-03 07:34:50.483486
2426,20639,W_Call after offers,User_34,2020-02-03 07:33:22.289047,2020-02-03 07:35:01.063852
3108,20642,W_Call after offers,User_34,2020-02-03 07:35:01.063852,2020-02-03 07:37:01.631624
2427,20645,W_Call after offers,User_34,2020-02-03 07:37:01.631624,2020-02-03 07:39:18.330612
4022,24077,W_Call after offers,User_36,2020-02-03 07:33:43.397021,2020-02-03 07:41:11.812155
2427,24091,W_Validate application,User_49,2020-02-03 07:39:18.330612,2020-02-03 07:44:12.049886
3110,20648,W_Complete application,User_34,2020-02-03 07:39:18.330612,2020-02-03 07:44:27.865082
3110,24094,W_Call after offers,User_49,2020-02-03 07:44:27.865082,2020-02-03 07:47:05.930501
4036,24080,W_Validate application,User_36,2020-02-03 07:41:11.812155,2020-02-03 07:51:22.211010
3112,20652,W_Complete application,User_34,2020-02-03 07:44:27.865082,2020-02-03 07:52:27.361216
4552,24087,W_Handle leads,User_49,2020-02-03 07:51:31.584760,2020-02-03 07:52:29.861647
4030,24083,W_Call after offers,User_36,2020-02-03 07:51:22.211010,2020-02-03 07:53:35.213536
4030,24100,W_Call after offers,User_49,2020-02-03 07:53:35.213536,2020-02-03 07:53:58.636367
2422,24086,W_Validate application,User_36,2020-02-03 07:53:35.213536,2020-02-03 07:55:22.178610
4018,24089,W_Validate application,User_36,2020-02-03 07:55:22.178610,2020-02-03 07:57:25.837228
4041,20654,W_Complete application,User_34,2020-02-03 07:52:27.361216,2020-02-03 07:58:55.777138
4041,24103,W_Call after offers,User_49,2020-02-03 07:58:55.777138,2020-02-03 08:02:01.142765
4045,20658,W_Complete application,User_34,2020-02-03 07:58:55.777138,2020-02-03 08:03:10.679534
4041,24106,W_Call after offers,User_49,2020-02-03 08:02:01.142765,2020-02-03 08:03:46.540284
4022,24092,W_Validate application,User_36,2020-02-03 07:57:25.837228,2020-02-03 08:05:56.970776
3110,24095,W_Call after offers,User_36,2020-02-03 08:05:56.970776,2020-02-03 08:09:34.252661
4048,20663,W_Complete application,User_34,2020-02-03 08:03:10.679534,2020-02-03 08:09:34.317852
3110,24109,W_Call after offers,User_49,2020-02-03 08:09:34.252661,2020-02-03 08:10:11.964092
3116,20667,W_Call after offers,User_34,2020-02-03 08:09:34.317852,2020-02-03 08:11:37.445408
3116,24112,W_Call after offers,User_49,2020-02-03 08:11:37.445408,2020-02-03 08:12:53.862801
2429,20670,W_Call after offers,User_34,2020-02-03 08:11:37.445408,2020-02-03 08:13:14.255692
3112,24098,W_Call after offers,User_36,2020-02-03 08:09:34.252661,2020-02-03 08:19:59.448159
3121,20673,W_Complete application,User_34,2020-02-03 08:13:14.255692,2020-02-03 08:20:15.435492
4030,24101,W_Call after offers,User_36,2020-02-03 08:19:59.448159,2020-02-03 08:20:52.822959
3121,24115,W_Complete application,User_49,2020-02-03 08:20:15.435492,2020-02-03 08:25:48.633701
4553,24097,W_Handle leads,User_36,2020-02-03 08:20:52.822959,2020-02-03 08:26:34.880376
2430,20676,W_Complete application,User_34,2020-02-03 08:20:15.435492,2020-02-03 08:28:13.052243
4553,24118,W_Handle leads,User_49,2020-02-03 08:26:34.880376,2020-02-03 08:28:18.713913
4045,24107,W_Call after offers,User_36,2020-02-03 08:26:34.880376,2020-02-03 08:29:56.897537
2431,20679,W_Call after offers,User_34,2020-02-03 08:28:13.052243,2020-02-03 08:30:54.927974
3125,20683,W_Complete application,User_34,2020-02-03 08:30:54.927974,2020-02-03 08:35:14.295166
2431,24121,W_Validate application,User_49,2020-02-03 08:30:54.927974,2020-02-03 08:36:56.293717
4048,24110,W_Complete application,User_36,2020-02-03 08:29:56.897537,2020-02-03 08:37:35.766984
4048,24124,W_Call after offers,User_49,2020-02-03 08:37:35.766984,2020-02-03 08:39:55.274116
4055,20685,W_Complete application,User_34,2020-02-03 08:35:14.295166,2020-02-03 08:40:40.596081
3116,24113,W_Validate application,User_36,2020-02-03 08:37:35.766984,2020-02-03 08:40:54.612523
2432,20689,W_Call after offers,User_34,2020-02-03 08:40:40.596081,2020-02-03 08:42:04.400515
4060,20691,W_Complete application,User_34,2020-02-03 08:42:04.400515,2020-02-03 08:46:03.623149
4060,24127,W_Call after offers,User_49,2020-02-03 08:46:03.623149,2020-02-03 08:48:07.003342
4030,24116,W_Validate application,User_36,2020-02-03 08:40:54.612523,2020-02-03 08:48:57.797211
4063,20694,W_Complete application,User_34,2020-02-03 08:46:03.623149,2020-02-03 08:53:29.054204
2430,24119,W_Call after offers,User_36,2020-02-03 08:48:57.797211,2020-02-03 08:53:48.626610
4063,24130,W_Call after offers,User_49,2020-02-03 08:53:29.054204,2020-02-03 09:00:22.391764
4066,20697,W_Complete application,User_34,2020-02-03 08:53:29.054204,2020-02-03 09:01:13.722422
3125,24122,W_Call after offers,User_36,2020-02-03 08:53:48.626610,2020-02-03 09:06:08.762917
4066,24133,W_Complete application,User_49,2020-02-03 09:01:13.722422,2020-02-03 09:06:33.769285
3126,20701,W_Complete application,User_34,2020-02-03 09:01:13.722422,2020-02-03 09:07:35.674447
4055,24125,W_Complete application,User_36,2020-02-03 09:06:08.762917,2020-02-03 09:12:20.158789
3126,24136,W_Call after offers,User_49,2020-02-03 09:07:35.674447,2020-02-03 09:14:01.927912
