case_id,task,resource,start_time,completion_time
50,Release Supplier's Invoice,Pedro Alvares,2020-05-09 11:02:50.146519,2020-05-09 11:33:11.417752
156,Create Quotation comparison Map,Francois de Perrier,2020-05-09 11:02:50.146519,2020-05-09 11:34:37.827198
61,Send Invoice,Esmeralda Clay,2020-05-09 11:02:50.146519,2020-05-09 11:35:01.736876
48,Release Purchase Order,Alberto Duport,2020-05-09 11:29:24.958942,2020-05-09 12:02:22.742472
85,Confirm Purchase Order,Carmen Finacse,2020-05-09 11:29:24.958942,2020-05-09 12:02:37.643149
144,Amend Request for Quotation,Esmana Liubiata,2020-05-09 09:00:00.000000,2020-05-09 12:46:53.642509
154,Analyze Quotation Comparison Map,Elvira Lores,2020-05-09 11:02:50.146519,2020-05-09 12:48:37.546076
146,Send Request for Quotation to Supplier,Karel de Groot,2020-05-09 09:00:00.000000,2020-05-09 12:57:59.081009
184,Amend Request for Quotation,Elvira Lores,2020-05-09 12:48:37.546076,2020-05-09 13:18:08.401926
199,Create Quotation comparison Map,Francois de Perrier,2020-05-09 12:48:37.546076,2020-05-09 13:22:13.044138
202,Amend Request for Quotation,Miu Hanwan,2020-05-09 09:29:02.309560,2020-05-09 13:25:52.327478
97,Analyze Quotation Comparison Map,Anne Olwada,2020-05-09 11:32:52.353037,2020-05-09 13:27:57.657103
200,Amend Request for Quotation,Heinz Gutschmidt,2020-05-09 11:32:52.353037,2020-05-09 15:01:50.598900
149,Analyze Quotation Comparison Map,Elvira Lores,2020-05-09 13:18:08.401926,2020-05-09 15:03:32.999757
275,Create Purchase Requisition,Kim Passa,2020-05-09 10:01:20.009371,2020-05-09 16:17:33.361093
183,Amend Request for Quotation,Esmana Liubiata,2020-05-09 12:46:53.642509,2020-05-09 17:19:16.694326
177,Analyze Request for Quotation,Magdalena Predutta,2020-05-09 11:29:24.958942,2020-05-09 17:19:17.326404
256,Create Request for Quotation,Alberto Duport,2020-05-09 12:02:22.742472,2020-05-09 17:52:09.349619
19,Authorize Supplier's Invoice payment,Karalda Nimwada,2020-05-10 08:00:00.000000,2020-05-10 08:30:19.456124
180,Analyze Quotation Comparison Map,Clement Duchot,2020-05-10 08:00:00.000000,2020-05-10 08:31:54.915699
15,Pay Invoice,Karalda Nimwada,2020-05-10 08:30:19.456124,2020-05-10 08:54:26.193224
258,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-10 08:30:19.456124,2020-05-10 09:02:28.418547
257,Create Request for Quotation,Esmana Liubiata,2020-05-10 08:00:00.000000,2020-05-10 09:04:26.956447
123,Settle Conditions With Supplier,Francois de Perrier,2020-05-10 08:30:19.456124,2020-05-10 10:42:07.959581
137,Settle Conditions With Supplier,Karel de Groot,2020-05-10 08:30:19.456124,2020-05-10 10:47:28.387978
138,Create Quotation comparison Map,Francois de Perrier,2020-05-10 10:42:07.959581,2020-05-10 11:16:33.342580
90,Create Quotation comparison Map,Karel de Groot,2020-05-10 10:47:28.387978,2020-05-10 11:18:40.556342
178,Create Quotation comparison Map,Francois de Perrier,2020-05-10 11:16:33.342580,2020-05-10 11:51:01.721044
34,Send Invoice,Sean Manney,2020-05-10 11:16:33.342580,2020-05-10 12:20:10.781225
181,Amend Request for Quotation,Alberto Duport,2020-05-10 11:16:33.342580,2020-05-10 12:24:17.156356
220,Amend Request for Quotation,Maris Freeman,2020-05-10 09:00:00.000000,2020-05-10 12:24:38.069510
259,Create Request for Quotation,Clement Duchot,2020-05-10 08:31:54.915699,2020-05-10 12:31:51.169131
176,Amend Request for Quotation,Nico Ojenbeer,2020-05-10 08:30:19.456124,2020-05-10 12:33:33.210907
103,Analyze Quotation Comparison Map,Clement Duchot,2020-05-10 12:31:51.169131,2020-05-10 12:58:56.966233
77,Release Purchase Order,Nico Ojenbeer,2020-05-10 12:33:33.210907,2020-05-10 13:01:01.086470
59,Release Supplier's Invoice,Pedro Alvares,2020-05-10 12:33:33.210907,2020-05-10 13:05:11.050886
136,Choose best option,Alberto Duport,2020-05-10 12:24:17.156356,2020-05-10 13:29:20.525031
134,Choose best option,Clement Duchot,2020-05-10 12:58:56.966233,2020-05-10 13:32:32.831294
278,Create Purchase Requisition,Alberto Duport,2020-05-10 13:29:20.525031,2020-05-10 14:04:37.963760
222,Amend Request for Quotation,Esmana Liubiata,2020-05-10 10:47:28.387978,2020-05-10 14:22:03.332101
279,Create Purchase Requisition,Clement Duchot,2020-05-10 13:32:32.831294,2020-05-10 14:35:51.905288
280,Create Purchase Requisition,Alberto Duport,2020-05-10 14:04:37.963760,2020-05-10 14:36:29.592312
129,Analyze Request for Quotation,Magdalena Predutta,2020-05-10 08:30:19.456124,2020-05-10 14:39:57.304723
283,Create Purchase Requisition,Alberto Duport,2020-05-10 14:36:29.592312,2020-05-10 15:09:36.997265
284,Create Purchase Requisition,Alberto Duport,2020-05-10 15:09:36.997265,2020-05-10 15:40:17.272129
282,Create Purchase Requisition,Clement Duchot,2020-05-10 14:35:51.905288,2020-05-10 15:41:04.720882
285,Create Purchase Requisition,Alberto Duport,2020-05-10 15:40:17.272129,2020-05-10 16:12:27.548445
281,Create Purchase Requisition,Esmana Liubiata,2020-05-10 14:22:03.332101,2020-05-10 17:42:46.119098
277,Create Purchase Requisition,Nico Ojenbeer,2020-05-10 13:01:01.086470,2020-05-10 18:44:09.184274
182,Create Quotation comparison Map,Karel de Groot,2020-05-13 07:00:00.000000,2020-05-13 07:26:21.971180
245,Analyze Request for Quotation,Francois de Perrier,2020-05-13 08:00:00.000000,2020-05-13 08:26:18.170737
243,Create Request for Quotation,Nico Ojenbeer,2020-05-13 08:00:00.000000,2020-05-13 08:31:08.803515
241,Analyze Request for Quotation,Karel de Groot,2020-05-13 08:00:00.000000,2020-05-13 08:31:24.263026
244,Create Request for Quotation,Kim Passa,2020-05-13 08:00:00.000000,2020-05-13 08:31:44.480077
289,Create Purchase Requisition,Clement Duchot,2020-05-13 09:00:00.000000,2020-05-13 09:52:30.499666
62,Deliver Goods Services,Kiu Kan,2020-05-13 09:00:00.000000,2020-05-13 10:12:23.005807
122,Settle Conditions With Supplier,Francois de Perrier,2020-05-13 09:00:00.000000,2020-05-13 11:03:03.777136
240,Create Request for Quotation,Christian Francois,2020-05-13 08:00:00.000000,2020-05-13 11:18:29.213803
286,Create Purchase Requisition,Immanuel Karagianni,2020-05-13 08:00:00.000000,2020-05-13 12:03:39.448106
152,Send Request for Quotation to Supplier,Karel de Groot,2020-05-13 08:31:44.480077,2020-05-13 12:17:09.778480
209,Amend Request for Quotation,Miu Hanwan,2020-05-13 09:00:00.000000,2020-05-13 12:51:52.177116
287,Create Purchase Requisition,Nico Ojenbeer,2020-05-13 08:31:08.803515,2020-05-13 14:00:19.249706
288,Create Purchase Requisition,Kim Passa,2020-05-13 08:31:44.480077,2020-05-13 14:20:59.265945
207,Send Request for Quotation to Supplier,Francois de Perrier,2020-05-13 11:03:03.777136,2020-05-13 14:54:22.893328
242,Analyze Request for Quotation,Magdalena Predutta,2020-05-13 09:00:00.000000,2020-05-13 15:29:30.111977
99,Send Request for Quotation to Supplier,Karel de Groot,2020-05-13 12:17:09.778480,2020-05-13 16:11:55.450095
223,Analyze Request for Quotation,Francois de Perrier,2020-05-15 08:00:00.000000,2020-05-15 08:29:04.898342
260,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-15 08:00:00.000000,2020-05-15 08:32:05.902599
226,Analyze Request for Quotation,Karel de Groot,2020-05-15 08:00:00.000000,2020-05-15 08:35:53.572983
228,Send Request for Quotation to Supplier,Magdalena Predutta,2020-05-15 08:00:00.000000,2020-05-15 08:59:34.536698
131,Choose best option,Alberto Duport,2020-05-15 08:00:00.000000,2020-05-15 08:59:39.991899
204,Amend Request for Quotation,Anne Olwada,2020-05-15 08:00:00.000000,2020-05-15 09:09:15.168125
95,Create Purchase Order,Karel de Groot,2020-05-15 08:35:53.572983,2020-05-15 09:42:47.483010
80,Approve Purchase Order for payment,Magdalena Predutta,2020-05-15 08:59:34.536698,2020-05-15 09:59:04.920532
43,Send Invoice,Kiu Kan,2020-05-15 08:59:34.536698,2020-05-15 10:01:25.877535
101,Create Purchase Order,Francois de Perrier,2020-05-15 08:29:04.898342,2020-05-15 14:40:34.127088
205,Analyze Request for Quotation,Karel de Groot,2020-05-16 08:00:00.000000,2020-05-16 08:27:54.479950
49,Release Supplier's Invoice,Karalda Nimwada,2020-05-16 08:00:00.000000,2020-05-16 08:28:25.096641
239,Create Request for Quotation,Nico Ojenbeer,2020-05-16 08:27:54.479950,2020-05-16 08:52:07.818931
81,Approve Purchase Order for payment,Magdalena Predutta,2020-05-16 08:00:00.000000,2020-05-16 08:58:44.065505
105,Create Purchase Order,Karel de Groot,2020-05-16 08:27:54.479950,2020-05-16 09:28:10.820519
133,Analyze Quotation Comparison Map,Anne Olwada,2020-05-16 08:00:00.000000,2020-05-16 09:49:59.977445
57,Analyze Request for Quotation,Karel de Groot,2020-05-16 09:28:10.820519,2020-05-16 10:00:46.085507
140,Choose best option,Nico Ojenbeer,2020-05-16 09:28:10.820519,2020-05-16 10:22:32.021194
139,Create Quotation comparison Map,Karel de Groot,2020-05-16 10:00:46.085507,2020-05-16 10:29:14.608297
112,Choose best option,Anne Olwada,2020-05-16 10:29:14.608297,2020-05-16 10:56:45.239185
179,Analyze Request for Quotation,Karel de Groot,2020-05-16 10:29:14.608297,2020-05-16 10:59:57.905055
225,Send Request for Quotation to Supplier,Francois de Perrier,2020-05-16 08:00:00.000000,2020-05-16 11:53:54.550373
247,Create Request for Quotation,Maris Freeman,2020-05-16 11:53:54.550373,2020-05-16 12:22:35.579947
248,Create Request for Quotation,Miu Hanwan,2020-05-16 11:53:54.550373,2020-05-16 12:30:37.609977
211,Amend Request for Quotation,Tesca Lobes,2020-05-16 08:27:54.479950,2020-05-16 12:48:19.505174
135,Analyze Quotation Comparison Map,Anne Olwada,2020-05-16 10:59:57.905055,2020-05-16 12:49:23.543084
224,Analyze Request for Quotation,Magdalena Predutta,2020-05-16 08:58:44.065505,2020-05-16 14:08:48.743489
120,Settle Conditions With Supplier,Francois de Perrier,2020-05-16 11:53:54.550373,2020-05-16 14:14:43.162053
108,Analyze Quotation Comparison Map,Anne Olwada,2020-05-16 12:49:23.543084,2020-05-16 14:39:09.516469
227,Send Request for Quotation to Supplier,Karel de Groot,2020-05-16 10:59:57.905055,2020-05-16 14:52:18.230281
230,Analyze Request for Quotation,Francois de Perrier,2020-05-16 14:39:09.516469,2020-05-16 15:10:09.587219
233,Analyze Request for Quotation,Karel de Groot,2020-05-16 14:52:18.230281,2020-05-16 15:22:24.237919
232,Send Request for Quotation to Supplier,Magdalena Predutta,2020-05-16 14:39:09.516469,2020-05-16 15:34:09.481039
163,Analyze Quotation Comparison Map,Anne Olwada,2020-05-16 14:39:09.516469,2020-05-16 16:22:47.093170
125,Amend Request for Quotation,Maris Freeman,2020-05-16 12:48:19.505174,2020-05-16 17:01:23.254499
290,Create Purchase Requisition,Kim Passa,2020-05-16 11:53:54.550373,2020-05-16 18:03:00.616468
292,Create Purchase Requisition,Tesca Lobes,2020-05-16 12:48:19.505174,2020-05-16 18:41:05.090090
291,Create Purchase Requisition,Miu Hanwan,2020-05-16 12:30:37.609977,2020-05-16 18:42:43.184557
117,Analyze Quotation Comparison Map,Nico Ojenbeer,2020-05-17 08:00:00.000000,2020-05-17 08:27:49.272928
38,Authorize Supplier's Invoice payment,Pedro Alvares,2020-05-17 08:00:00.000000,2020-05-17 08:29:50.109301
235,Analyze Request for Quotation,Francois de Perrier,2020-05-17 08:00:00.000000,2020-05-17 08:30:18.693715
234,Analyze Request for Quotation,Karel de Groot,2020-05-17 08:00:00.000000,2020-05-17 08:31:33.496459
46,Pay Invoice,Pedro Alvares,2020-05-17 08:30:18.693715,2020-05-17 08:55:30.891665
237,Analyze Request for Quotation,Francois de Perrier,2020-05-17 08:30:18.693715,2020-05-17 08:56:04.673027
42,Send Invoice,Kiu Kan,2020-05-17 08:00:00.000000,2020-05-17 09:05:17.587620
40,Release Purchase Order,Alberto Duport,2020-05-17 08:56:04.673027,2020-05-17 09:24:48.999208
165,Analyze Quotation Comparison Map,Nico Ojenbeer,2020-05-17 08:55:30.891665,2020-05-17 09:26:33.789371
231,Analyze Request for Quotation,Karel de Groot,2020-05-17 08:55:30.891665,2020-05-17 09:26:56.612229
41,Authorize Supplier's Invoice payment,Pedro Alvares,2020-05-17 08:55:30.891665,2020-05-17 09:29:21.949130
74,Settle Conditions With Supplier,Magdalena Predutta,2020-05-17 08:00:00.000000,2020-05-17 10:07:21.605767
71,Approve Purchase Order for payment,Karel de Groot,2020-05-17 09:26:56.612229,2020-05-17 10:26:13.970626
261,Analyze Purchase Requisition,Maris Freeman,2020-05-17 10:07:21.605767,2020-05-17 10:34:15.182471
100,Confirm Purchase Order,Kiu Kan,2020-05-17 10:07:21.605767,2020-05-17 10:39:20.782254
87,Settle Conditions With Supplier,Francois de Perrier,2020-05-17 08:56:04.673027,2020-05-17 11:01:36.008134
262,Create Request for Quotation,Maris Freeman,2020-05-17 11:01:36.008134,2020-05-17 11:30:46.923757
52,Release Supplier's Invoice,Pedro Alvares,2020-05-17 11:01:36.008134,2020-05-17 11:31:03.314740
83,Approve Purchase Order for payment,Karel de Groot,2020-05-17 10:26:13.970626,2020-05-17 11:31:26.814527
246,Analyze Request for Quotation,Francois de Perrier,2020-05-17 11:01:36.008134,2020-05-17 11:32:15.492740
141,Create Quotation comparison Map,Karel de Groot,2020-05-17 11:31:26.814527,2020-05-17 11:58:05.909368
186,Analyze Request for Quotation,Francois de Perrier,2020-05-17 11:32:15.492740,2020-05-17 12:03:11.103491
102,Confirm Purchase Order,Kiu Kan,2020-05-17 11:32:15.492740,2020-05-17 12:04:17.119689
293,Create Purchase Requisition,Alberto Duport,2020-05-17 11:32:15.492740,2020-05-17 12:05:54.198277
294,Create Purchase Requisition,Elvira Lores,2020-05-17 11:32:15.492740,2020-05-17 12:29:57.407940
32,Send Invoice,Karen Clarens,2020-05-17 11:32:15.492740,2020-05-17 12:36:15.465882
296,Create Purchase Requisition,Alberto Duport,2020-05-17 12:05:54.198277,2020-05-17 12:37:32.757305
263,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-17 12:37:32.757305,2020-05-17 13:03:38.996900
298,Create Purchase Requisition,Alberto Duport,2020-05-17 12:37:32.757305,2020-05-17 13:07:55.927610
266,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-17 13:03:38.996900,2020-05-17 13:29:19.873869
297,Create Purchase Requisition,Elvira Lores,2020-05-17 12:29:57.407940,2020-05-17 13:34:14.058652
267,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-17 13:29:19.873869,2020-05-17 13:52:33.091975
269,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-17 13:52:33.091975,2020-05-17 14:23:09.264928
270,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-17 14:23:09.264928,2020-05-17 14:59:17.160793
272,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-17 14:59:17.160793,2020-05-17 15:27:57.396757
295,Create Purchase Requisition,Immanuel Karagianni,2020-05-17 11:32:15.492740,2020-05-17 15:32:45.986544
106,Analyze Request for Quotation,Magdalena Predutta,2020-05-17 10:07:21.605767,2020-05-17 15:35:57.601328
185,Amend Request for Quotation,Maris Freeman,2020-05-17 11:31:26.814527,2020-05-17 15:44:17.507805
212,Amend Request for Quotation,Nico Ojenbeer,2020-05-17 11:32:15.492740,2020-05-17 15:45:30.167376
273,Analyze Purchase Requisition,Maris Freeman,2020-05-17 15:44:17.507805,2020-05-17 16:14:47.207980
264,Analyze Purchase Requisition,Maris Freeman,2020-05-17 16:14:47.207980,2020-05-17 16:45:38.566257
274,Analyze Purchase Requisition,Maris Freeman,2020-05-17 16:45:38.566257,2020-05-17 17:14:48.262362
192,Analyze Request for Quotation,Karel de Groot,2020-05-20 08:00:00.000000,2020-05-20 08:28:06.960810
187,Analyze Quotation Comparison Map,Alberto Duport,2020-05-20 08:00:00.000000,2020-05-20 08:29:39.865510
64,Release Purchase Order,Immanuel Karagianni,2020-05-20 08:00:00.000000,2020-05-20 08:29:56.715506
268,Create Request for Quotation,Maris Freeman,2020-05-20 08:00:00.000000,2020-05-20 08:30:24.188745
58,Deliver Goods Services,Kiu Kan,2020-05-20 08:00:00.000000,2020-05-20 08:57:24.155070
169,Create Quotation comparison Map,Francois de Perrier,2020-05-20 08:29:39.865510,2020-05-20 08:58:25.833391
271,Analyze Purchase Requisition,Maris Freeman,2020-05-20 08:30:24.188745,2020-05-20 09:03:31.998843
265,Analyze Purchase Requisition,Heinz Gutschmidt,2020-05-20 08:29:39.865510,2020-05-20 09:04:28.592435
142,Analyze Request for Quotation,Karel de Groot,2020-05-20 08:29:39.865510,2020-05-20 09:05:20.489743
253,Analyze Request for Quotation,Francois de Perrier,2020-05-20 08:58:25.833391,2020-05-20 09:24:10.711200
171,Choose best option,Alberto Duport,2020-05-20 08:29:39.865510,2020-05-20 09:26:05.223239
190,Analyze Quotation Comparison Map,Christian Francois,2020-05-20 09:05:20.489743,2020-05-20 09:32:08.142419
188,Create Quotation comparison Map,Karel de Groot,2020-05-20 09:05:20.489743,2020-05-20 09:32:45.782271
213,Analyze Request for Quotation,Francois de Perrier,2020-05-20 09:24:10.711200,2020-05-20 09:57:36.163707
194,Analyze Quotation Comparison Map,Esmana Liubiata,2020-05-20 08:00:00.000000,2020-05-20 10:07:13.176021
126,Analyze Quotation Comparison Map,Immanuel Karagianni,2020-05-20 08:29:56.715506,2020-05-20 10:36:11.314360
236,Amend Request for Quotation,Maris Freeman,2020-05-20 09:05:20.489743,2020-05-20 13:19:49.795218
299,Create Purchase Requisition,Kim Passa,2020-05-20 09:05:20.489743,2020-05-20 15:07:13.422810
249,Analyze Request for Quotation,Magdalena Predutta,2020-05-20 08:30:24.188745,2020-05-20 15:08:47.929111
53,Deliver Goods Services,Carmen Finacse,2020-05-21 10:00:00.000000,2020-05-21 10:24:45.384626
51,Release Purchase Order,Fjodor Kowalski,2020-05-21 10:00:00.000000,2020-05-21 10:29:20.995478
115,Confirm Purchase Order,Sean Manney,2020-05-21 10:00:00.000000,2020-05-21 10:29:32.189636
113,Confirm Purchase Order,Kiu Kan,2020-05-21 10:00:00.000000,2020-05-21 10:30:25.309790
44,Pay Invoice,Pedro Alvares,2020-05-21 10:00:00.000000,2020-05-21 10:32:10.891690
118,Create Purchase Order,Magdalena Predutta,2020-05-21 10:00:00.000000,2020-05-21 10:55:06.485822
119,Choose best option,Kim Passa,2020-05-21 10:00:00.000000,2020-05-21 10:56:58.164089
98,Deliver Goods Services,Karen Clarens,2020-05-21 10:00:00.000000,2020-05-21 11:01:07.006686
251,Create Request for Quotation,Francis Odell,2020-05-21 10:00:00.000000,2020-05-21 11:05:48.754878
145,Amend Request for Quotation,Miu Hanwan,2020-05-21 10:00:00.000000,2020-05-21 13:27:51.797510
167,Send Request for Quotation to Supplier,Francois de Perrier,2020-05-21 10:00:00.000000,2020-05-21 13:30:49.761606
214,Amend Request for Quotation,Heinz Gutschmidt,2020-05-21 10:00:00.000000,2020-05-21 13:58:08.863000
254,Analyze Request for Quotation,Francois de Perrier,2020-05-21 13:30:49.761606,2020-05-21 14:00:53.693486
215,Send Request for Quotation to Supplier,Karel de Groot,2020-05-21 10:00:00.000000,2020-05-21 14:05:48.280930
219,Create Quotation comparison Map,Francois de Perrier,2020-05-21 14:00:53.693486,2020-05-21 14:23:44.340538
193,Analyze Request for Quotation,Karel de Groot,2020-05-21 14:05:48.280930,2020-05-21 14:31:23.666535
198,Create Quotation comparison Map,Francois de Perrier,2020-05-21 14:23:44.340538,2020-05-21 14:50:05.935947
197,Analyze Request for Quotation,Karel de Groot,2020-05-21 14:31:23.666535,2020-05-21 15:00:28.395230
82,Confirm Purchase Order,Sean Manney,2020-05-21 14:31:23.666535,2020-05-21 15:02:14.159105
172,Choose best option,Miu Hanwan,2020-05-21 14:05:48.280930,2020-05-21 15:04:58.918603
250,Analyze Request for Quotation,Magdalena Predutta,2020-05-21 10:55:06.485822,2020-05-21 16:42:04.887894
174,Amend Request for Quotation,Heinz Gutschmidt,2020-05-21 14:31:23.666535,2020-05-21 18:41:44.026219
217,Amend Request for Quotation,Francis Odell,2020-05-21 14:31:23.666535,2020-05-21 18:41:48.291715
300,Create Purchase Requisition,Miu Hanwan,2020-05-21 15:04:58.918603,2020-05-21 21:12:51.283953
54,Deliver Goods Services,Kiu Kan,2020-05-22 06:00:00.000000,2020-05-22 07:00:11.487347
221,Analyze Request for Quotation,Karel de Groot,2020-05-22 08:00:00.000000,2020-05-22 08:29:19.153832
238,Amend Request for Quotation,Clement Duchot,2020-05-22 08:00:00.000000,2020-05-22 08:31:48.879617
302,Create Purchase Requisition,Anna Kaufmann,2020-05-22 08:00:00.000000,2020-05-22 08:31:56.821507
143,Analyze Request for Quotation,Francois de Perrier,2020-05-22 08:00:00.000000,2020-05-22 08:32:14.832480
201,Create Quotation comparison Map,Magdalena Predutta,2020-05-22 08:00:00.000000,2020-05-22 08:33:12.903296
304,Create Purchase Requisition,Anna Kaufmann,2020-05-22 08:31:56.821507,2020-05-22 09:05:44.334431
148,Choose best option,Fjodor Kowalski,2020-05-22 09:00:00.000000,2020-05-22 09:28:16.847422
175,Analyze Quotation Comparison Map,Alberto Duport,2020-05-22 09:00:00.000000,2020-05-22 09:31:56.647990
155,Analyze Request for Quotation,Karel de Groot,2020-05-22 09:00:00.000000,2020-05-22 09:32:45.495387
303,Create Purchase Requisition,Clement Duchot,2020-05-22 08:31:48.879617,2020-05-22 09:33:37.239520
216,Create Quotation comparison Map,Magdalena Predutta,2020-05-22 09:05:44.334431,2020-05-22 09:34:21.103185
170,Analyze Request for Quotation,Francois de Perrier,2020-05-22 09:05:44.334431,2020-05-22 09:35:13.273580
33,Release Supplier's Invoice,Pedro Alvares,2020-05-22 09:05:44.334431,2020-05-22 09:35:49.931311
255,Create Request for Quotation,Francis Odell,2020-05-22 09:00:00.000000,2020-05-22 09:53:34.257116
203,Amend Request for Quotation,Anna Kaufmann,2020-05-22 09:05:44.334431,2020-05-22 10:00:27.280741
151,Amend Request for Quotation,Clement Duchot,2020-05-22 09:35:49.931311,2020-05-22 10:05:31.485784
60,Release Supplier's Invoice,Pedro Alvares,2020-05-22 09:35:49.931311,2020-05-22 10:06:23.569978
96,Deliver Goods Services,Kiu Kan,2020-05-22 09:35:49.931311,2020-05-22 10:33:27.193331
31,Pay Invoice,Pedro Alvares,2020-05-22 10:06:23.569978,2020-05-22 10:39:06.046735
69,Release Supplier's Invoice,Pedro Alvares,2020-05-22 10:39:06.046735,2020-05-22 11:03:24.732661
61,Release Supplier's Invoice,Pedro Alvares,2020-05-22 11:03:24.732661,2020-05-22 11:31:54.251371
153,Settle Conditions With Supplier,Karel de Groot,2020-05-22 10:39:06.046735,2020-05-22 12:14:27.320739
156,Analyze Quotation Comparison Map,Anne Olwada,2020-05-22 10:39:06.046735,2020-05-22 12:43:00.594681
85,Deliver Goods Services,Sean Manney,2020-05-22 12:14:27.320739,2020-05-22 12:46:01.992354
305,Create Purchase Requisition,Fjodor Kowalski,2020-05-22 09:28:16.847422,2020-05-22 13:03:41.538801
50,Settle Dispute With Supplier,Francois de Perrier,2020-05-22 10:39:06.046735,2020-05-22 13:10:25.192757
48,Approve Purchase Order for payment,Karel de Groot,2020-05-22 12:14:27.320739,2020-05-22 13:15:58.316052
154,Choose best option,Anne Olwada,2020-05-22 13:10:25.192757,2020-05-22 13:43:29.049636
144,Analyze Request for Quotation,Francois de Perrier,2020-05-22 13:10:25.192757,2020-05-22 13:46:26.473883
146,Create Quotation comparison Map,Karel de Groot,2020-05-22 13:15:58.316052,2020-05-22 13:48:09.315856
301,Create Purchase Requisition,Nico Ojenbeer,2020-05-22 08:00:00.000000,2020-05-22 13:56:54.464719
202,Analyze Request for Quotation,Karel de Groot,2020-05-22 13:48:09.315856,2020-05-22 14:10:04.287204
184,Analyze Request for Quotation,Francois de Perrier,2020-05-22 13:46:26.473883,2020-05-22 14:21:35.459376
97,Choose best option,Alberto Duport,2020-05-22 13:48:09.315856,2020-05-22 14:38:36.972099
200,Analyze Request for Quotation,Karel de Groot,2020-05-22 14:10:04.287204,2020-05-22 14:40:26.143200
276,Create Request for Quotation,Clement Duchot,2020-05-22 10:39:06.046735,2020-05-22 14:44:47.773314
183,Analyze Request for Quotation,Karel de Groot,2020-05-22 14:44:47.773314,2020-05-22 15:14:13.950667
306,Create Purchase Requisition,Clement Duchot,2020-05-22 14:44:47.773314,2020-05-22 15:41:37.916735
149,Choose best option,Alberto Duport,2020-05-22 14:38:36.972099,2020-05-22 15:47:08.604119
199,Analyze Quotation Comparison Map,Anne Olwada,2020-05-22 13:46:26.473883,2020-05-22 16:02:17.914435
177,Amend Request for Quotation,Clement Duchot,2020-05-22 15:41:37.916735,2020-05-22 16:12:27.007929
275,Analyze Purchase Requisition,Francis Odell,2020-05-22 14:44:47.773314,2020-05-22 20:41:05.261161
256,Analyze Request for Quotation,Karel de Groot,2020-05-23 08:00:00.000000,2020-05-23 08:26:12.022241
180,Choose best option,Christian Francois,2020-05-23 09:00:00.000000,2020-05-23 09:26:48.606065
138,Analyze Quotation Comparison Map,Nico Ojenbeer,2020-05-23 09:00:00.000000,2020-05-23 09:27:23.587081
90,Analyze Quotation Comparison Map,Alberto Duport,2020-05-23 09:00:00.000000,2020-05-23 09:28:55.544924
178,Analyze Quotation Comparison Map,Penn Osterwalder,2020-05-23 09:00:00.000000,2020-05-23 09:29:38.453541
257,Analyze Request for Quotation,Karel de Groot,2020-05-23 09:00:00.000000,2020-05-23 09:30:06.236864
19,Pay Invoice,Pedro Alvares,2020-05-23 09:00:00.000000,2020-05-23 09:30:58.125133
34,Release Supplier's Invoice,Pedro Alvares,2020-05-23 09:30:58.125133,2020-05-23 10:00:05.690540
181,Analyze Request for Quotation,Karel de Groot,2020-05-23 09:30:58.125133,2020-05-23 10:02:25.248439
137,Create Purchase Order,Magdalena Predutta,2020-05-23 09:00:00.000000,2020-05-23 10:08:37.232212
220,Analyze Request for Quotation,Karel de Groot,2020-05-23 10:02:25.248439,2020-05-23 10:31:52.267613
176,Analyze Request for Quotation,Karel de Groot,2020-05-23 10:31:52.267613,2020-05-23 11:05:23.106053
103,Choose best option,Christian Francois,2020-05-23 10:31:52.267613,2020-05-23 11:08:54.652953
77,Approve Purchase Order for payment,Karel de Groot,2020-05-23 11:05:23.106053,2020-05-23 12:11:11.239587
59,Settle Dispute With Supplier,Pedro Alvares,2020-05-23 11:05:23.106053,2020-05-23 12:59:13.961587
136,Settle Conditions With Supplier,Karel de Groot,2020-05-23 12:11:11.239587,2020-05-23 13:42:00.654347
123,Create Purchase Order,Francois de Perrier,2020-05-23 09:00:00.000000,2020-05-23 15:30:09.996422
134,Settle Conditions With Supplier,Karel de Groot,2020-05-23 13:42:00.654347,2020-05-23 15:36:04.590116
258,Create Request for Quotation,Anne Olwada,2020-05-23 09:00:00.000000,2020-05-23 15:44:26.981868
222,Analyze Request for Quotation,Karel de Groot,2020-05-23 15:36:04.590116,2020-05-23 16:01:29.734094
259,Analyze Request for Quotation,Magdalena Predutta,2020-05-23 10:08:37.232212,2020-05-23 16:41:25.911628
278,Create Request for Quotation,Christian Francois,2020-05-23 13:42:00.654347,2020-05-23 17:40:25.996667
280,Create Request for Quotation,Christian Francois,2020-05-23 17:40:25.996667,2020-05-23 21:13:59.093141
279,Create Request for Quotation,Anne Olwada,2020-05-23 15:44:26.981868,2020-05-23 22:22:53.728058
129,Amend Request for Quotation,Anne Olwada,2020-05-23 22:22:53.728058,2020-05-23 23:28:48.487894
